id,name,taxa_kind_id_name,description,col_id,eol_id,Sinonimi,Autore,Etimologia,"Tipo di vegetazione","Diffusione geografica","Nome italiano",Fioritura,Altezza,"Inizio fioritura","Fine fioritura"
423132,Rumex,Genere,"Piante erbacee, annue o perenni, con toglie alterne intere, infiorescenze a racemo; fiori a sei elementi con ì tre esterni più piccoli e i tre interni maggiori e persistenti nel frutto, ad achenio, a tre angoli.",b419116ba00b8d62a30182b4e9fd7df0,,,,,,,,,,,
277131,"Rumex pulcher",Specie,"Specie bienne o annua, con radice a fittone giallo-rossastra; foglie caratteristiche, rastremate nel terzo inferiore.",52a4e50c546bf0e3d8f368014afb2ec1,585268,,Linneo,,"Specie propria degli incolti, dei campi, delle zone ruderali, si incontra dal piano fino alla zona m","Diffusa nell'intera Europa meridionale e occidentale","Romice cavolaccio",,,Maggio,Giugno
390130,"Rumex conglomeratus",Specie,,,,,,,,,,,,,
46129,"Rumex obtusifolius",Specie,"Pianta perenne, dal robusto apparato ipogeo; infiorescenze grandi e ramificate; foglie a base cuoriforme, di grandi dimensioni.<br /><br />Le radici hanno proprietà aperitive, diuretiche e un po' astringenti.<br /><br />Simile, con rami eretti e frutti in glomeruli spesso fogliosi, è <em>R. conglomeratus</em> Murray; le foglie inferiori sono tronche alla base; comune nei luoghi umidi d'Europa.",167ba711e7a34179d3dc2ab12c2553a8,585267,,Linneo,,"Prati, campi umidi e freschi, luoghi incolti, dal piano basale fino alla zona alpina.","È specie comune in tutta Europa, con diverse sottospecie.","Romice comune",,,Giugno,Agosto
663128,"Rumex crispus",Specie,"Specie perenne, con radice fittonante giallo intenso e margine delle foglie ondulato",0bcad8ede5eb6118e9214317fd177483,585266,,Linneo,,"Pianta ruderale, diffusa anche come infestante, dal piano basale a quello subalpino.","Comune in tutta Europa.","Romice crespa",,,Maggio,Luglio
308127,"Rumex acetosa",Specie,"Pianta perenne, rizomatosa, con foglie a base sagittata; infiorescenza a pannocchia e fiori verticillati penduli, bruno-verdi.<br /><br />Può essere coltivata o raccolta allo stato naturale per le foglie eduli. È pianta tintoria; le foglie forniscono un colorante giallo e II rizoma uno rosso. Contiene acido ossalico in tutte le sue parti e ha proprietà aperitive e rinfrescanti.",3682b0f1aa00d7d645a457f2a01c4667,485385,,Linneo,"Il nome del genere deriva dal latino e significa 'asta', 'picca', per la forma delle foglie di alcun","È specie dei prati pingui e concimati, talvolta anche infestante.","Comune in tutta Europa, dal piano basale a quello subalpino.","Romice acetosa, erba brusca",,,Maggio,Agosto
742126,"Rumex acetosella",Specie,"Pianta perenne, rizomatosa, con caratteristiche foglie astate.<br /><br />Gli usi alimentari sono simili a quelli di <em>R. acetosa</em>. I rizomi contengono amido e si usavano quale fonte occasionale di alimento.",0dc21697a978b87cc629b6a86f848c79,585262,,Linneo,,"Specie propria degli ambienti aridi e degli incolti sabbiosi, si incontra anche nei campi e nei pasc","Comune ovunque in Europa, dal piano basale a quello alpino.","Romice acetosella",,,Maggio,Agosto
496125,"Amaranthus lividus",Specie,"Pianta glabra, con fusti spesso maculati di bruno e bianco; foglie smarginate od ottuse; è specie annua o rizomatosa perenne.<br /><br />Simile è <em>A. graecizans</em> L, con foglie ovali a margine ondulato.",52b1281070cf0268be9654a65e669a84,,,Linneo,,"Comune come infestante dei campi e delle vigne; si incontra anche nelle macerie e negli ambienti inc","Pianta diffusa con le colture in tutta Europa","Amaranto livido",,,Luglio,Ottobre
474124,"Amaranthus deflexus",Specie,"Specie annua o rizomatosa perenne, talora diffusamente colorata di rosso; infiorescenze addensale anche nella parte apicale.",223a19a63dc07522820c350816a2404f,585509,,Linneo,"Deflexus significa 'piegato', per il portamento prostrato-ascendente della pianta.","È specie ruderale propria degli ambienti antropizzati, lungo i muri. Si incontra dal piano basale a ","In Europa meridionale è pianta infestante molto comune.","Amaranto prostrato",,,Luglio,Settembre
496123,"Amaranthus graecizans",Specie,,,,,,,,,,,,,
48122,"Amaranthus albus",Specie,,,,,,,,,,,,,
43121,"Amaranthus cruentus",Specie,,,,,,,,,,,,,
46120,"Amaranthus retroflexus",Specie,"Pianta annua, fittonante, con fusti appena lignificati alla base; le infiorescenze sono ascellari o terminali, corte e dense, dall'aspetto ispido per le numerose brattee rigide e acute; foglie lanceolate intere.<br /><br />Simile è <em>A. cruentus</em> L., caratterizzato dalle infiorescenze raccolte in un grappolo apicale con la spiga terminale molto più lunga delle laterali; si incontra nei luoghi incolti in prossimità degli abitati dell'Europa meridionale; originario dell'America tropicalc.",befea13db7d8a2aca7162dfdada945a5,585492,,,"Amaranto deriva dal greco e significa 'pianta che non appassisce'; retroflexus = piegato indietro.","Specie comune nei ruderi e negli incolti; infestante dei campi fino a 900 m.","È una pianta di origine nord-americana, diffusa ovunque in Europa.","Amaranto comune, blito",,,Giugno,Ottobre
873119,"Aristolochia pallida",Specie,"Pianta perenne con tubero sferico",d62037f7dd72862d15f9e6a09f638a78,5103620,,Willd.,"È chiamala pallida per il verde poco intenso delle foglie.",,,"Aristolochia pallida",,,Aprile,Maggio
222118,"Aristolochia rotunda",Specie,"Pianta perenne con grossi tuberi sferici.<br /><br />Ha proprietà simili alla precedente.",306e922a4661a61a3bfb86372e9f798b,593467,,Linneo,,"È pianta sud-europea, diffusa in modo ineguale nelle garighe e negli incolti fino a 700 m.",,"Erba astrologa",aprile-giugno.,,,
306117,"Aristolochia clematitis",Specie,"Pianta rizomatosa, con fusti eretti, solcati, spesso volubili. I frutti sono capsule ovoidali.<br /><br />Le aristolochie hanno foglie di odore sgradevole; erano utilizzate e talvolta coltivate per i rizomi cui si attribuivano proprietà medicinali, soprattutto diuretiche ed emmenagoghe.",34e05b60c756b3a1a0a0e0b520ba49fd,596604,,Linneo,"Il nome del genere deriva dal greco àrìstos = ottimo, lochéìa - parto, per le proprietà medicinali; ","È pianta dei fossi, delle scarpate e dei margini di strade; infestante nei vigneti.","Comune nella maggior parte d'Europa.",Aristolochia,,,Aprile,Maggio
639116,"Osyris alba",Specie,,,,,,,,,,,,,
38115,"Thesium divaricatum",Specie,,,,,,,,,,,,,
46114,"Thesium bavarum",Specie,,,,,,,,,,,,,
42113,"Thesium linophyllon",Specie,"Pianta perenne, rizomatosa, spesso emiparassita, con foglie lineari (linophyllon - foglie simili a quelle del lino). Fiori bianchi a cinque lobi, riuniti in lassi racemi fogliosi, Frutti ad achenio.<br /><br />Come molte altre piante emiparassite, le specie di questo genere traggono nutrimento anche per mezzo di austori dalle radici di altre piante, per cui l'apparato fogliare è spesso ridotto. Si ricordano inoltre le seguenti specie: <em>Thesium divaricatum</em> Jan. distribuito in Europa meridionale nei prati aridi collinari; <em>Thesium bavarum</em> Schrank, proprio delle zone collinari e montane dell'Europa centro-orientale. Alla famiglia appartiene infine <em>Osyris alba</em> L, ginestrella comune, piccolo arbusto sempreverde con foglie sessili, lineari, fiori giallastri a tre lobi, piccoli e profumati; i frutti sono delle drupe sferiche (5 mm di ⌀ circa) rosse; si incontra nelle praterie aride e nella macchia mediterranea.",f612a02048dcbd71d72f9cffcb49250a,484593,,Linneo,"Il genere ricorda l'eroe greco Teseo, poiché la pianta faceva parte della corona che gli donò Ariann","Vive nei prati aridi, prevalentemente calcarei, fino a 1000 m circa","Specie a distribuzione prevalente nell'Europa meridionale e orientale.","Linaiola alpina",,"20-50 cm",Maggio,Luglio
1321112,"Parietaria officinalis",Specie,"Pianta perenne, con fiori verticillati, raccolti ai nodi in glomeruli.<br /><br />Come pianta officinale ha proprietà diuretiche ed emollienti; nelle città il polline è causa, come <em>P. diffusa</em>, di febbre e raffreddore da fieno nei soggetti sensibili.",923a21aa3517dec359beb1c14236a25a,594856,,Linneo,"Parietaria deriva dal latino paries = muraglia, perché alcune specie crescono sui muri; i nome speci","È specie tipica delle zone antropizzate; vive lungo i muri, al margine delle strade e nei luoghi inc","Diffusa in centro e sud Europa.","Vetriola comune",,,Maggio,Ottobre
625111,"Parietaria diffusa",Specie,"Pianta perenne, lignificata alla base, spesso molto ramilicata.",03c4ae52a38218942816b6226085c261,594607," (= P. judaica L.)","M. et K.",,"Pianta dei muri, soprattutto soleggiati, dove forma una caratteristica associazione","Europa meridionale e occidentale.","Vetriola minore, muraiola",,,Gennaio,Dicembre
340110,"Urtica urens",Specie,"Pianta annua, poco vigorosa, con fiori raccolti in corti amenti; è urticante sia nei fusti che nelle foglie.<br /><br />Come per l'ortica comune, le foglie tritate si possono usare come foraggio molto gradito agli animali di bassa corte.",96b6955282dbd124c780c55a64ea9e88,596217,,Linneo,"L'origine dei nomi è chiaramente latina: urere significa ","È una pianta legata agli ambienti ruderali e antropizzati, diffusa nei campi e nei giardini fino a 1","Comune pressoché in tutta Europa, salvo che nelle zone più settentrionali.","Ortica minore","Fioritura scalare in tutto l'anno in rapporto alle zone climatiche.",,,
648109,"Urtica dioica",Specie,"Pianta rizomatosa, generalmente dioica, con fusti in alto angolosi, sotto scanalati; tutta la pianta porta peli urticanti. Infiorescenze a fiori poco evidenti, verdi, riuniti in amenti.<br /><br />Pianta diffusa ovunque in Europa. I giovani getti si usano in cucina come verdura; in passato i fusti fornivano una libra tessile per tessuti grossolani. La pianta ha proprietà astringenti e it suo succo tinge di giallo le stoffe. Nell'agricoltura biodinamica si utilizza per l'alto contenuto in silice.",f2fd4d7d5a8a4bc59d53d5ae0f7b364d,,,Linneo,"Ha infiorescenze unisessuali, per lo più portate da piante diverse; da questo deriva il nome dioica.","È specie degli ambienti ruderali, nitrofili e antropizzati; presente anche nelle schiarite dei bosch",,"Ortica comune","Dalla primavera all'autunno.",,,
832108,"Urtica pilulifera",Specie,"Pianta annua, di 30-80 cm, urticante; fiori staminiferi in racemi, fiori pistilliferi (femminili) in glomeruli sferici peduncolati.",466aa93cd857fb9e22811c5779af9b80,2885404,,Linneo,"Per le infiorescenze sferiche è definita 'portatrice di pillole'.","Pianta legata ad ambienti ruderali e nitrofili fino a 1000 m.","Specie diffusa nell'Europa sud-occidentale.","Ortica a campanelli","Fiorisce in primavera.",,,
443107,"Pteridium aquilinum",Specie,"Pianta con rizoma perenne, che sviluppa ogni anno nuove (ronde, lunghe anche 2 m. Gli sporangi si trovano lungo il margine revoluto delle fronde.<br /><br />Le (ronde essiccate venivano utilizzate un tempo come paglia per proteggere tetti, prodotti agricoli e per confezionare pagliericci.",44ef9870a538b43bfe4f05b544645b26,597748,"( = Pteris aquilina L.)","(L.) Kuhn","Pteris, in greco 'felce', ta riferimento alla forma caratteristica delle fronde; il nome specifico s","Oltre che nei boschi, è diffusa nei luoghi aridi e nei prati magri acidificati, dove può diventare i","Comune in tutta Europa.","Felce aquilina","Le spore sono prodotte in maggio-settembre.",,,
703106,"Asplenium ruta-muraria",Specie,"Pianta perenne, con rizoma breve e bruno; fronde opache, di 5-15 cm, con picciolo verde. Gli sporangi riuniti in so ri lineari, coperti da una breve lamina sfrangiata (indusio), sono presenti da giugno a ottobre.<br /><br />Un tempo veniva usata per curare le malattie di petto e delle vie urinarie.",8edae3d8a3bf71b3499d28fd26e16c99,595060,,Linneo,"Il nome del genere deriva dal greco splén — milza, perché la pianta veniva usata contro i mali di qu","Comune sui vecchi muri e sulle rocce, spesso fino al piano alpino, prevalentemente su substrati calc","Comune In tutta Europa.","Ruta di muro",,,,
641105,"Ceterach officinarum",Specie,"Pianta perenne, rizomatosa, con cespo di (ronde lobate, di 5-15 cm, completamente coperte nella pagina inferiore di squamette rugginose, tra le quali si nascondono gli sporangi. Le spore sono prodotte da maggio ad agosto.<br /><br />È stata usata in passato come pianta diuretica, espettorante e per l'azione vermifuga.",d6f9917ad633b283cc963b00552770e4,820106,,DC.,"Il nome del genere deriva da quello arabo della pianta; officinarum = delle officine, nel senso di l","È specie diffusa su muri e rocce, dal piano basale a quello subalpino.","Comune nell'Europa centro-occidentale e meridionale.","Erba ruggine, cedracca comune",,,,
670104,"Asplenium trichomanes",Specie,"Pianta perenne, con rizoma breve e scaglioso, da cui si dipartono le fronde di 10-15 cm. Gli sporangi sono inseriti sulle nervature secondarie delle foglioline ovali; le spore maturano da marzo a settembre.<br /><br />Plinio il Vecchio ricorda questa pianta come rimedio per la caduta dei capelli, per l'aspetto dei neri e lucidi fusticini; veniva utilizzata anche nella cura delle malattie polmonari, dell'itterizia e idropisia.",e9f2cb08bd99cb3a7e245b8f27ee4e5d,597642,,Linneo,"Il nome specifico, dal greco triks - capello e manós= sottile, si collega all'asse della fronda, che","Piccola felce dei muri, nelle cui screpolature si insinua il rizoma; è spontanea inoltre sulle rocce","Comune in tutta Europa, è diffusa con diverse sottospecie a distribuzione regionale.","Asplenio tricomane",,,,
836103,"Equisetum ramosissimus",Specie,,,,,,,,,,,,,
49102,"Equisetum palustre",Specie,,,,,,,,,,,,,
45101,"Equisetum arvense",Specie,"Pianta con lunghi e invadenti rizomi, ingrossati talvolta in tuberi. I fusti fertili vengono prodotti in primavera.<br /><br />Possono presentare la parte fertile (strobilo) all'apice di un fusto ramificato, a differenza dei precedenti, diverse specie, tra cui ricordiamo le seguenti: <em>E. palustre</em> L. equiseto di palude, è<br />comune nei fossi, nei luoghi umidi fino al piano alpino in quasi tutta Europa: è specie perenne, con fusto di 30-60 cm verde chiaro, rami eretti e guaine alla base dei rami verde brillante; <em>E. ramosissimum</em> Desf. presenta fusti molto deboli, verdi e macchiati di bianco, con i denti delle guaine scuri; in particolare le parti fertili (strobili) sono piccole, brune; la pianta è molto ramificata, con rami più o meno abbondanti, gracili ed eretti; è specie comune sia nei luoghi umidi che in quelli aridi sassosi, del centro e nord Europa. Entrambe queste specie sporificano da maggio ad agosto.",ed2d5cda0ca8178acafb14d79f4ceca4,597765,,Linneo,,"Comune nei luoghi umidi e nei campi, nei terreni sabbiosi e argillosi fino a 2000 m; è specie infest","Diffusissima in tutta Europa.","Equiseto dei campi",,,,
1188100,"Equisetum telmateja",Specie,"Pianta con lunghi rizomi sotterranei, che produce fusti fertili in primavera aiti 20 cm, con spighe allungate fino a 5 cm; i fusti sterili sono costolosi, con ramificazioni fitte verticillate.<br /><br />I fusti secchi di equiseto, per l'alto contenuto in silice, si utilizzano nell'agricoltura biodinamica. Tutti gli equiseti venivano usati in medicina come diuretici.",b66368c9f062c54a6f4dd9ec9a47813d,,"(= E. maximum Duval-Jouv.)",Ehrh.,"Il nome del genere deriva dal latino e significa 'crine di cavallo', per l'aspetto della pianta; tél","Comune e diffusa nei fossi, negli ambienti umidi, al margine di prati e campi fino alla zona subalpi","Specie comunissima In tutta Europa, fuorché nelle estreme zone settentrionali.",,,,,
76899,"Graminaceae - Chiave 7",Famiglia,,,,,,,,,,,,,
5098,"Graminaceae - Chiave 4-5-6",Famiglia,,,,,,,,,,,,,
5497,"Graminaceae - Chiave 3",Famiglia,,,,,,,,,,,,,
5096,"Graminaceae - Chiave 2",Famiglia,,,,,,,,,,,,,
5095,"Graminaceae - Chiave 1",Famiglia,,,,,,,,,,,,,
5094,Juncaceae,Famiglia,,,,,,,,,,,,,
3593,Cyperaceae,Famiglia,,,,,,,,,,,,,
3692,Equisetaceae,Famiglia,"Piante con fusto semplice o ramoso, articolato e costolato negli internodi; sono presenti rizomi. Le foglie, piccolissime, sono disposte a formare una guaina intorno al fusti. Sono piante senza fiori (crittogame vascolari) ohe presentano fusti fertili a clava che portano gli sporangi riuniti in spiga.",10802452a360d0fd47f032afb13951c7,4080,,,,,,,,,,
37891,"Ophioglossum vulgatum",Specie,"Fronda indivisa, unica e lanceolata, dalla cui base si diparte una spiga di sporangi",c4d17ffdf52238e025983872bad0d426,398891,,,"Il nome del genere deriva dal greco e significa ","Pianta non molto comune, ma diffusa nei prati umidi fino a 1500 m di altitudine.","È presente prevalentemente nell'Europa centro-settentrionale.","Ofioglosso comune",,,,
38690,Plantaginaceae,Famiglia,"Appartengono a questa famiglia piante erbacee perenni con foglie semplici, di solito in rosetta basale o di rado in verticilli, con nervature praticamente parallefinervie. I fiori ermafroditi o unisessuali sono raccolti in spighe su scapi privi di foglie; le corolle sono tubulose a quattro lobi, piccole. Dall'ovario supero deriva una capsula o un achenio. Il nome della famiglia e del genere più comune è dato dalla caratteristica forma delle foglie di alcune specie che vivono nelle zone calpestate, simile alla pianta di un piede.",74445ee887162ea65c770da7726bad01,4354,,,,,,,,,,
61489,"Cannabis sativa",Specie,"Pianta erbacea dioica, con foglie alterne od opposte, palmatosette a elementi lanceolato-seghettati, ispidi. Fiori maschili in racemi ascellari, quelli femminili a coppie sempre ascellari, coperti da brattee. I frutti sono degli acheni<br /><br />La pianta era un tempo diffusamente coltivata per le fibre utilizzate per cordami e tela; i frutti servono da becchime, le infiorescenze femminili contengono principi narcotici.",b5060befe6168f1e11a0524b64264cb4,594919,,Linneo,"Cannabis deriva dal nome greco della canapa, conosciuta fin dall'antichità.","Coltivata per fibra o per mangime (semi), spesso inselvatichita.","È specie originaria dell'Asia centrale; diffusa con la coltivazione, è oggi meno frequente.",Canapa,,,Giugno,Settembre
77188,Polypodiaceae,Famiglia,"La famiglia comprende piante che vengono comunemente definite 'felci'; attualmente viene suddivisa in più famiglie. Le felci possiedono generalmente rizoma, fronde più o meno divìse, raramente intere; gli sporangi sono portati sulla pagina inferiore delle fronde, raggruppati in sori, Non producono dunque fiori, trattandosi di crittogame vascolari.",,,,,,,,,,,,
39387,Urticaceae,Famiglia,"Piante erbacee con foglie alterne a margine intero od opposte e allora dentate; fiori poco vistosi, formati da un perianzio suddiviso in quattro lobi, riuniti in infiorescenze unisessuali per lo più ad amento. Frutti ad achenio.",6f004613053c17f7ded20ea1baed65cf,4452,,,,,,,,,,
30386,Amaranthaceae,Famiglia,"Piante erbacee o raramente lignificate alla base, per lo più annuali; foglie alterne, intere; fiori con perianzio poco vistoso, diviso in 3-5 lobi; infiorescenze in spighe o glomeruli; frutti a capsula (pisside) o ad achenio.",a98503909c1da32ebdf44f8c2be4ec88,4226,,,,,,,,,,
30385,Polygonaceae,Famiglia,"Piante erbacee, annue o perenni, a foglie semplici alterne, con stipole fuse in una guaina (ocrea) attorno al fusto. Fiori di solito poco appariscenti, a simmetria raggiata, composti da 3-6 elementi petaloidi. Frutto ad achenìo avvolto in alcuni generi dalle partì esterne del fiore (persistenti).",bd16181cbed5e7b2ba30f8661479324e,4364,,,,,,,,,,
37584,Euphorbiaceae,Famiglia,"Si ascrivono a questa famiglia numerose specie erbacee e legnose, per lo più provviste di latice; presentano foglie intere, sparse o quasi opposte, raramente palmate. I fiori unisessuali nel genere Euphorbia formano una infiorescenza, detta ciazio, che appare come fiore unico: presenta un involucro con quattro lobi semilunari al cui interno sono cinque fiori maschili ridotti al solo stame e quello femminile ridotto al solo pistillo con tre logge; Il frutto è una capsula tricocca. Il nome della famiglia e del genere più comune deriva dal medico greco Euphorbos (I sec. a.C).",73427651f55cbd9a1183caec2ef3176a,4198,,,,,,,,,,
65983,Chenopodiaceae,Famiglia,"Piante erbacee o cespugliose, con foglie semplici, alterne. Fiori poco evidenti, con cinque sepali, riuniti a glomeruli o in spighe. Frutto ad achenio, spesso avvolto da parti carnose derivanti dai sepali.<br /><br /><strong>genere Chenopodium<br /></strong><br />Piante erbacee annue, a foglie alterne con fusti solcati; fiori verdastri o rossastri a cinque elementi sepaloidi poco appariscenti disposti in grappoli densi. Frutti ad achenio avvolto dagli elementi perianziali.",,4230,,,,,,,,,,
52382,Ericaceae,Famiglia,"Vi sono comprese piante legnose, con toglie generalmente sempreverdi; i fiori sono regolari, urceoiati, campanulati con 5 (4) sepali, corolla a 5 (4) lobi e 10 stami; i frutti sono a capsula o bacca, derivanti da ovario supero o infero.",ec905b92fa80e9c99b358cd8226d60f4,4267,,,,,,,,,,
30981,Orobanchaceae,Famiglia,"Questa famiglia, vicina a quella delle Scrophulariaceae, comprende piante erbacee prive di clorofilla, adattate a vita parassitaria. Contraggono infatti rapporti a livello radicale mediante austori con numerose piante erbacee o legnose, spesso con legame interspecifico molto stretto. La pianta è costituita essenzialmente dall'infiorescenza a spiga, di solito semplice, portata da un fusto ingrossato con foglie simili a squame. I fiori zigomorfi sono bilabiati, gli stami sono quattro e dall'ovario supero deriva un frutto a capsula. Il nome della famìglia deriva dai genere più comune e significa, dal greco, 'strozza cece'.",1135e5fce0236d47da1add3e22f93f2c,4427,,,,,,,,,,
70780,Portolacaceae,Famiglia,,,,,,,,,,,,,
3979,Crassulaceae,Famiglia,"Fanno parte di questa famiglia piante succulente, erbacee o legnose alla base, per lo più perenni; presentano foglie semplici, variamente disposte anche in rosetta basale. I fiori sono raggiati in infiorescenze corimbose; calice e corolla formati da numerosi elementi liberi; gli siami sono numerosi e l'ovario supero dà erigine a numerosi follicoli. Il nome della famiglia fa riferimento specifico alla carnosità delle piante che vi sono comprese.",85fabca4db2ced50412a269b0bb9bb7a,4388,,,,,,,,,,
52778,"Pinguicula vulgaris",Specie,"Pianta perenne, con breve fusto sotterraneo; le foglie sono in rosetta basale, ellittico-lanceolate a margine revoluto; I fiori, portati da scapi di 10 cm circa, sono muniti di breve calice bilabiato e corolla azzurro-violetta speronata a cinque lobi. L'ovario supero produce una capsula ovale che si apre in due valve.<br /><br />Simile è <em>P. alpina</em> L. con corolle bianco-lattee, con.diffusìone analoga alla precedente, anche su rocce con stillicidio.<br /><br />Le foglie hanno proprietà vulnerarie, emetiche e purgative.",828dc27294f8c11aa5be13cdf7355261,577827,,Linneo,"Il nome generico si rifa all'aspetto delle foglie, dal latino pinguis = grasso.","Si trova nei prati umidi, nelle torbiere fino a 2000 m.","Presente in tutta Europa, soprattutto centro-settentrionale.","Erba unta, erba dei cagli",,,Maggio,Agosto
86477,Orchidaceae,Famiglia,,,,,,,,,,,,,
3776,Commellinaceae,Famiglia,,,,,,,,,,,,,
4075,Iridaceae,Famiglia,,,,,,,,,,,,,
3574,Amaryllidaceae,Famiglia,,,,,,,,,,,,,
4073,Liliaceae,Famiglia,"Piante di solito erbacee, perenni, raramente cespugliose; presentano sovente bulbi, rizomi, tuberi o stoloni. I fusti talora sono trasformati in fillocladi in sostituzione delle foglie, semplici, parallelinervie, sparse o in rosetta basale, talvolta ridotte a squamette, più o meno cilindriche (fistolose). I fiori sono ermafroditi, regolari, con tre elementi in ognuno dei cinque verticilli. Sono solitari sullo scapo fiorale o raccolti in infiorescenze di vario tipo; i due verticilli esterni portano elementi di solito simili tra loro, detti tepali, liberi o più o meno lungamente uniti; stami sei, ovario supero a tre logge; i frutti sono capsule setticide o loculicide o bacche.",3c384959223fc03d6a99a3912d8f1c51,4174,,,,,,,,,,
75872,Santalaceae,Famiglia,"Piante erbacee o piccoli arbusti; foglie alterne, intere, lineari. Fiori regolari con perianzio tuboloso appiattilo suddiviso in lobi (3-5). Frutti ad achenio o a drupa.",7c9c677ca2a8d21c488b7372fe7797d0,4406,,,,,,,,,,
24471,Araceae,Famiglia,,,,,,,,,,,,,
3370,Aristolochiaceae,Famiglia,"Piante erbacee più o meno volubili, talvolta con radici tuberose; foglie alterne, sempiici; fiori tubulosi a unico piano di simmetria; frutto a capsula sferica.",9650708c3df289b33794da4c50fadb88,4204,,,,,,,,,,
24169,Cucurbitaceae,Famiglia,"Appartengono a questa famiglia piante erbacee spesso rampicanti per mezzo di cirri; le foglie sparse, palmate e picciolate, portano alle ascelle fiori unisessuali in piante monoiche o più raramente dioiche. Sia il calice che la corolla sono imbutiformi-campanulati a cinque lobi e dall'ovario infero deriva un frutto carnoso bacciforme.",95a8f57b8c084272dcbf864b1421c142,4458,,,,,,,,,,
41467,"Phacelia tanacetifolia",Specie,"Pianta annua, con fusto peloso, foglie imparipennate e foglioline dentato-lobate; i fiori sono raccolti in spighe scorpioidi terminali, le corolle tubulose allargate sono azzurro-violette.<br /><br /> È specie mellifera, benché le api la bottinino con una certa difficoltà per la struttura del fiore.",2a00cb0e610830bee938c4680053a55d,585650,,Benth.,"Il nome del genere deriva dal greco phà-kelos= fascio, per la disposizione dei fiori.","Coltivata e inselvatichita si può trovare tra i campi e nei giardini.","Originaria della California, è stata introdotta nel secolo scorso in Europa.",Facelia,,,Giugno,Settembre
65966,"Verbena officinalis",Specie,"Pianta perenne, con fusti legnosi alla base, tetragoni, a ramificazioni rigide, diritte e sottili; le foglie sono da tripartite a lanceolato-denlate. I fiori sono raccolti in lunghe spighe con corolle lilla tubulose allargate, appena zigomorfe. Il frutto è una capsula.<br /><br />Ha proprietà aromatiche, astringenti, febbrifughe, vulnerarie e risolutive, ed era tenuta in grande considerazione dagli antichi romani. È anche specie mellifera.",1bf1426b884c230d85ccba7e0dd9071d,579851,,Linneo,"Il nome deriva da quello celtico della pianta, ferfaen.","Comunissima ruderale e infestante, è frequente negli abitati e nei luoghi calpestati fino a 1200 m","È specie presente in tutta Europa, salvo le zone artiche.",,,,Maggio,Agosto
76765,"Sambucus ebulus",Specie,"Pianta perenne, rizomatosa, con fusti erbacei a foglie opposte, pennatosette, e infiorescenze corimbose terminali, ampie, di fiori bianco-rosacei. Le corolle sono rotate a cinque lobi con cinque stami sporgenti, l'ovario è infero e dà luogo a una drupa nera.<br /><br /><strong></strong>Le parti verdi della pianta sono velenose per la presenza di un glucoside cianogenetico; a differenza del sambuco arboreo i frutti non sono eduli, ma drasticamente purgativi,",0f5865406bd4a85f2dc7f39c82625804,488732,,Linneo,"Il nome del genere deriva forse dal latino sambuca = strumento musicale a fiato.","Cresce in ammassi lungo i sentieri, le siepi e i fossi, ma anche nei pascoli fino a 1200 m.","Sparsa in quasi tutta Europa.","Ebbio; sambuchella",,,Maggio,Luglio
78864,Scrophulariaceae,Famiglia,"VI sono comprese piante erbacee o raramente arbusti, con fusto di solito cilindrico con foglie sparse, opposte o verticillate. I fiori sono ermafroditi zigomorfi, da bilabiati a rotati, raccolti di solito in racemi, o ascellari; il calice è gamosepalo a 4-5 lobi, la corolla ha un tubo breve o lungo, talvolta prolungato posteriormente in uno sperone, il lembo è diviso in 4-5 lobi. Gli stami sono generalmente 4 (possono essere anche 5 o 2), il frutto è a capsula. Vi sono specie adattate a vita emiparassita e in qualche caso parassita.",11c941237b232a9f8e92b3ef257975cb,4429,,,,,,,,,,
62163,Labiate,Famiglia,"Questa famiglia comprende piante erbacee, più o meno lignificate alla base, arbusti, che presentano di solito fusti quadrangolari, foglie opposte, semplici, ricche come le altre parti di olii essenziali. I fiori sono ermafroditi, a simmetria bilaterale, raccolti per lo più in spighe fogliose (spicastri); il calice è tubuloso bilabiato o con cinque lobi simili; la corolla, prima tubulosa, si allarga alla fauce in uno o due labbra. Gli stami sono quattro e l'ovario supero quadriloculare dà luogo a un frutto composto da quattro acheni ovoidali. Tutte le labiate sono ricche di nettare e di solito sono autofecondantì. Dalla forma della corolla deriva il nome della famiglia.",225b1d526a992601932b8dada0a6e84d,4302,,,,,,,,,,
75362,Rubiaceae,Famiglia,"A questa famiglia appartengono specie arbustive e alberi nelle zone tropicali, mentre nelle nostre aree temperate le piante sono erbacee o al più lignificate alla base. I fusti sono quadrangolari e portano le foglie in verticilli di quattro o più. Le foglie sono intere, lanceolate o lineari, sessili e si confondono per dimensione e forma con le stipole che le accompagnano. Calice e corolla hanno quattro o cinque lobi, la corolla in particolare può presentare un tubo più o meno allungato, l'ovario infero da luogo a un frutto a bacca o ad achenio spesso aculeato.",62b830ce59d3369c75acae34ebb90393,4202,,,,,,,,,,
64461,Gentianaceae,Famiglia,"Vi sono comprese piante erbacee, annue o perenni, con foglie opposte semplici, fiori regolari campanulati in quattro, cinque, otto lobi e altrettanti stami; l'ovario supero dà luogo a una capsula. Il nome deriva dal re dell'Ilaria Gentius, che, secondo Plinio, per primo mise in evidenza le proprietà febbrifughe di queste piante",baed5d4269c0983736112b96ef4e29b2,4282,,,,,,,,,,
